Gemeinde;Wahlberechtigte;ohne Wahlschein;mit Wahlschein;§18 Abs.2 LWO;Wähler(innen);mit Wahlschein;Ungültige Stimmen;Gültige Stimmen;GRÜNE;CDU;AfD;SPD;FDP;DIE LINKE;ÖDP;PIRATEN;Die PARTEI;FREIE WÄHLER;MENSCHLICHE WELT;Bündnis C;DKP;dieBasis;DiB;Eine für Alle - Partei;KlimalisteBW;Die Humanisten;Gesundheitsforschung;W2020;Volt;Einzelbewerber
08335098 Bodman-Ludwigshafen;3569;2082;1487;0;2370;1384;13;2357;882;552;176;230;313;37;17;;31;63;;;;35;;;13;;;8;;
08335099 Orsingen-Nenzingen;2613;1360;1252;1;2015;1191;21;1994;634;495;198;237;216;47;16;;25;69;;;;40;;;4;;;13;;
08335100 Rielasingen-Worblingen;8692;5861;2831;0;5229;2673;44;5185;1667;1038;644;598;679;142;25;;114;170;;;;34;;;21;;;53;;
08336004 Aitern;404;235;169;0;134;1;3;131;32;51;21;6;14;1;0;;1;1;;0;;2;;;0;;;2;;
08336006 Bad Bellingen;3298;2257;1041;0;1974;996;10;1964;672;482;186;177;223;53;18;;42;51;;9;;23;;;17;;;11;;
08336008 Binzen;2174;1206;968;0;1516;932;11;1505;590;297;86;192;149;25;9;;25;79;;15;;11;;;11;;;16;;
08336010 Böllen;91;81;10;0;56;0;0;56;13;15;1;7;14;4;0;;1;1;;0;;0;;;0;;;0;;
08336014 Efringen-Kirchen;6513;3889;2624;0;4539;2502;35;4504;1617;956;331;567;560;111;26;;90;97;;41;;38;;;43;;;27;;
08336019 Eimeldingen;1829;1176;653;0;1139;624;8;1131;409;215;85;163;110;34;4;;15;35;;15;;9;;;12;;;25;;
08336024 Fischingen;543;376;167;0;385;164;4;381;135;83;24;49;48;11;1;;7;8;;5;;5;;;4;;;1;;
08336025 Fröhnd;376;240;136;0;145;0;1;144;26;52;21;10;23;1;0;;1;6;;0;;3;;;1;;;0;;
08336034 Hasel;863;636;227;0;486;212;6;480;166;105;56;53;38;14;6;;12;11;;1;;8;;;4;;;6;;
08336036 Hausen im Wiesental;1625;1064;561;0;1096;536;16;1080;343;235;107;146;88;31;5;;21;25;;2;;21;;;41;;;15;;
08336043 Inzlingen;1859;1017;842;0;1303;799;5;1298;517;277;84;123;203;20;6;;16;20;;2;;12;;;11;;;7;;
08336045 Kandern, Stadt;5927;3530;2397;0;3826;2255;42;3784;1490;823;255;402;396;101;25;;63;112;;;;42;;;34;;;41;;
08336050 Lörrach, Stadt;32886;21795;11091;0;18780;10218;117;18663;7289;3477;1277;2588;1723;631;104;;406;422;;132;;281;;;218;;;115;;
08336057 Maulburg;2990;2077;913;0;1778;868;21;1757;619;377;153;235;140;40;9;;34;53;;12;;35;;;39;;;11;;
08336069 Rheinfelden (Baden), Stadt;22292;15009;7283;0;11582;6822;88;11494;4158;2851;1022;1416;910;341;64;;;314;;;;102;;;161;;;81;74;
08336073 Rümmingen;1315;867;448;0;872;422;12;860;321;166;47;109;97;28;6;;29;24;;2;;12;;;6;;;13;;
08336075 Schallbach;563;411;152;0;417;141;11;406;130;103;30;46;55;6;3;;6;9;;6;;3;;;2;;;7;;
08336078 Schliengen;4285;2654;1631;0;2942;1550;24;2918;1047;646;259;265;332;87;17;;69;109;;;;34;;;26;;;27;;
08336079 Schönau im Schwarzwald, Stadt;1611;1021;590;0;1662;1259;13;1649;552;549;77;141;125;44;16;;29;53;;4;;30;;;20;;;9;;
08336080 Schönenberg;283;220;63;0;140;0;0;140;44;43;5;12;11;6;0;;0;12;;0;;3;;;2;;;2;;
08336081 Schopfheim, Stadt;14357;9446;4911;0;8474;4632;62;8412;2921;1973;712;985;677;257;46;;148;176;;36;;173;;;236;;;72;;
08336082 Schwörstadt;1774;1249;525;0;1054;482;16;1038;412;250;97;107;78;16;3;;;46;;;;6;;;8;;;10;5;
08336084 Steinen;7415;4660;2755;0;4685;2558;29;4656;1617;1046;463;578;435;106;30;;72;82;;76;;58;;;58;;;35;;
08336087 Todtnau, Stadt;3504;2345;1159;0;2430;1105;17;2413;804;731;128;270;222;65;10;;28;88;;9;;24;;;15;;;19;;
08336089 Tunau;144;101;43;0;80;0;0;80;13;37;10;3;8;0;0;;0;4;;0;;4;;;1;;;0;;
08336090 Utzenfeld;479;353;126;0;193;0;4;189;45;57;29;13;27;4;1;;3;5;;0;;3;;;0;;;2;;
08336091 Weil am Rhein, Stadt;19859;13993;5866;0;10937;5457;101;10836;3942;1953;983;1518;1115;427;51;;214;265;;108;;98;;;89;;;73;;
08336094 Wembach;230;160;70;0;100;0;3;97;22;22;14;11;14;1;0;;4;3;;2;;2;;;2;;;0;;
08336096 Wieden;428;313;115;0;212;2;3;209;59;85;7;19;19;3;3;;2;5;;1;;1;;;3;;;2;;
08336100 Wittlingen;686;389;297;0;497;279;10;487;157;114;32;66;61;10;0;;11;9;;8;;6;;;4;;;9;;
08336103 Zell im Wiesental, Stadt;4029;2998;1031;0;2332;965;20;2312;642;635;231;353;193;76;15;;42;54;;5;;23;;;30;;;13;;
08336104 Malsburg-Marzell;1121;782;339;0;687;323;13;674;239;113;70;90;61;14;8;;26;23;;;;16;;;4;;;10;;
08336105 Grenzach-Wyhlen;10158;6569;3589;0;5811;3383;48;5763;2156;1014;431;615;919;182;32;;115;115;;15;;76;;;56;;;37;;
08336106 Häg-Ehrsberg;649;533;116;0;429;113;3;426;88;176;32;35;63;8;2;;2;5;;2;;10;;;2;;;1;;
08336107 Kleines Wiesental;2256;1684;572;0;1417;542;8;1409;379;363;146;162;178;36;8;;24;34;;7;;32;;;25;;;15;;
08337002 Albbruck;5434;4040;1394;0;3139;1317;17;3122;1125;783;313;237;384;53;45;;;89;;;;33;;;14;;;21;25;
08337013 Bernau im Schwarzwald;1327;865;462;0;928;436;14;914;362;256;35;35;97;12;4;;9;45;;5;;21;;;4;;;23;6;
08337022 Bonndorf im Schwarzwald, Stadt;4858;3458;1400;0;2827;1285;19;2808;1054;650;250;277;338;58;20;;28;74;;8;;25;;;10;;;10;6;
08337027 Dachsberg (Südschwarzwald);1027;686;341;0;686;321;2;684;219;183;43;54;54;28;2;;10;27;;3;;30;;;7;;;21;3;
08337030 Dettighofen;809;626;183;0;489;172;7;482;189;110;43;33;51;14;5;;;16;;;;5;;;4;;;4;8;
08337032 Dogern;1726;1243;483;0;1116;452;10;1106;435;282;80;80;143;22;2;;;31;;;;11;;;9;;;3;8;
08337038 Görwihl;3176;1848;1328;0;2007;1271;25;1982;708;517;234;117;209;35;25;;;76;;;;26;;;8;;;21;6;
08337039 Grafenhausen;1554;875;679;0;1090;638;1;1089;364;328;64;102;110;20;15;;19;40;;1;;11;;;6;;;6;3;
08337045 Häusern;892;537;355;0;611;336;5;606;221;143;47;59;60;19;7;;9;22;;1;;9;;;4;;;3;2;
08337049 Herrischried;1935;1164;771;0;1053;711;2;1051;343;275;134;61;100;24;17;;;50;;;;12;;;20;;;15;0;
08337051 Höchenschwand;1748;1189;559;0;1097;531;19;1078;425;257;103;97;104;19;6;;6;25;;4;;14;;;8;;;3;7;
08337053 Hohentengen am Hochrhein;2596;1680;916;0;1649;865;11;1638;576;375;160;137;212;29;11;;;69;;;;43;;;6;;;9;11;
08337059 Ibach;288;205;83;0;201;73;3;198;68;71;13;8;14;4;0;;2;5;;2;;6;;;2;;;2;1;
08337060 Jestetten;3353;2589;762;2;1863;729;23;1840;705;369;187;193;146;60;13;;;66;;;;35;;;12;;;30;24;
08337062 Klettgau;5290;3880;1410;0;3185;1338;19;3166;1255;726;279;269;285;102;19;;;92;;;;63;;;24;;;9;43;
08337065 Lauchringen;5395;3979;1416;0;3232;1348;25;3207;1172;812;277;337;309;62;27;;;93;;;;44;;;19;;;21;34;
08337066 Laufenburg (Baden), Stadt;5817;3943;1874;0;3157;1755;19;3138;1161;636;391;283;321;78;22;;;135;;;;52;;;15;;;24;20;
08337070 Lottstetten;1374;984;390;0;831;374;17;814;266;208;85;83;85;16;6;;;33;;;;8;;;9;;;4;11;
08337076 Murg;4617;3134;1483;0;2621;1396;22;2599;993;541;261;233;260;57;33;;;121;;;;52;;;22;;;13;13;
08337090 Rickenbach;2876;2187;689;0;1597;647;6;1591;599;356;205;111;166;37;13;;;48;;;;23;;;15;;;13;5;
08337096 Bad Säckingen, Stadt;11827;8445;3382;0;6557;3138;55;6502;2516;1298;613;739;632;218;46;;;179;;;;88;;;61;;;45;67;
08337097 St. Blasien, Stadt;2350;1649;701;0;1343;660;6;1337;463;394;106;109;117;28;15;;20;37;;0;;14;;;9;;;16;9;
08337106 Stühlingen, Stadt;3799;2949;849;1;2505;805;21;2484;849;661;224;164;317;60;25;;;107;;;;28;;;16;;;19;14;
08337108 Todtmoos;1353;870;483;0;785;461;10;775;257;193;92;41;82;20;6;;12;24;;2;;17;;;5;;;18;6;
08337116 Wehr, Stadt;9110;6633;2477;0;4897;2323;49;4848;1850;933;572;486;436;175;38;;;188;;;;49;;;55;;;30;36;
08337118 Weilheim;2453;1763;690;0;1745;665;11;1734;654;465;138;122;201;22;20;;;47;;;;55;;;6;;;0;4;
08337123 Wutöschingen;4645;3607;1038;0;2557;981;26;2531;1073;535;264;204;241;49;13;;;82;;;;19;;;10;;;7;34;
08337124 Eggingen;1262;932;330;0;766;311;6;760;310;181;68;44;91;15;4;;;19;;;;10;;;5;;;5;8;
08337125 Küssaberg;4013;2898;1115;0;2579;1055;24;2555;953;588;252;269;268;62;20;;;49;;;;40;;;23;;;15;16;
08337126 Waldshut-Tiengen, Stadt;15788;11734;4054;0;8527;3816;69;8458;2973;1855;818;830;1128;259;67;;;220;;;;101;;;61;;;49;97;
08337127 Wutach;889;696;193;0;650;180;6;644;223;203;53;37;68;13;5;;7;22;;2;;3;;;3;;;4;1;
08337128 Ühlingen-Birkendorf;3725;2602;1123;0;2269;1054;19;2250;798;608;206;156;230;45;26;;16;81;;6;;33;;;22;;;9;14;
08415014 Dettingen an der Erms;6603;4300;2303;0;4251;2200;29;4222;1601;894;400;369;586;92;18;;;125;;31;;43;;;19;;;17;27;
08415019 Eningen unter Achalm;7886;4082;3804;0;5279;3642;41;5238;1923;1164;530;522;617;164;28;;;114;;14;;55;;;50;;;29;28;
08415027 Gomadingen;1762;1125;637;0;1224;620;6;1218;407;304;141;140;120;26;10;;;27;;5;;15;;;9;;;10;4;
08415028 Grabenstetten;1230;656;574;0;850;548;17;833;236;200;120;61;121;23;3;;;23;;20;;11;;;9;;;5;1;
08415029 Grafenberg;2063;1327;736;0;1438;694;6;1432;396;363;167;134;216;32;11;;;48;;22;;12;;;9;;;11;11;
08415034 Hayingen, Stadt;1652;1101;551;0;1329;522;20;1309;360;390;172;121;145;16;7;;;56;;5;;20;;;4;;;7;6;
08415039 Hülben;2223;1265;958;0;1524;908;17;1507;393;416;195;132;173;35;9;;;45;;84;;11;;;2;;;9;3;
08415048 Mehrstetten;1072;767;305;0;722;284;8;714;234;155;81;63;118;15;3;;;20;;2;;16;;;2;;;4;1;
08415050 Metzingen, Stadt;15235;10566;4669;0;9347;4381;72;9275;3328;1948;896;863;1322;287;50;;;249;;71;;84;;;67;;;41;69;
08415053 Münsingen, Stadt;10772;7732;3040;0;6498;2862;66;6432;1934;1502;823;676;907;138;31;;;198;;44;;55;;;43;;;58;23;
08415058 Pfronstetten;1173;841;332;0;958;320;19;939;137;375;161;55;134;19;0;;;34;;3;;6;;;2;;;11;2;
08415059 Pfullingen, Stadt;13155;8865;4290;0;8357;4075;67;8290;3033;2027;747;778;958;224;57;;87;146;;;;67;;;82;;;54;30;
08415060 Pliezhausen;7291;4339;2952;0;5327;2804;28;5299;1766;1324;577;403;726;133;41;;74;134;;;;35;;;44;;;20;22;
08415061 Reutlingen, Stadt;75366;51097;24269;0;45270;22809;283;44987;15967;9501;4473;4950;5126;1863;287;;619;801;;;;402;;;462;;;286;250;
08415062 Riederich;2973;2096;876;1;1930;840;20;1910;652;456;231;148;264;44;11;;;56;;6;;23;;;5;;;11;3;
08415073 Trochtelfingen, Stadt;4763;3325;1438;0;3187;1372;27;3160;913;911;391;290;394;73;14;;;83;;10;;42;;;18;;;11;10;
08415078 Bad Urach, Stadt;8278;5735;2543;0;4985;2376;33;4952;1717;1108;563;487;591;156;32;;;125;;33;;52;;;37;;;31;20;
08415080 Wannweil;3845;2302;1543;0;2679;1484;14;2665;1094;517;195;262;326;86;25;;35;44;;;;23;;;26;;;16;16;
08415085 Zwiefalten;1703;1046;657;0;1135;631;6;1129;229;339;112;239;128;21;5;;;22;;2;;15;;;8;;;4;5;
08415087 Walddorfhäslach;3931;2124;1807;0;2713;1695;16;2697;847;737;302;214;338;50;25;;25;72;;;;33;;;15;;;28;11;
08415088 Römerstein;3137;2156;981;0;2344;931;34;2310;618;712;285;133;344;46;15;;;73;;23;;18;;;13;;;24;6;
08415089 Engstingen;3969;2406;1563;0;2837;1516;32;2805;815;825;315;194;347;79;19;;;70;;17;;40;;;53;;;17;14;
08415090 Hohenstein;2857;1917;940;0;2080;904;20;2060;597;652;203;157;240;49;10;;;58;;30;;22;;;20;;;13;9;
08415091 Sonnenbühl;5463;3437;2026;0;3818;1937;23;3795;1032;1316;495;215;381;77;23;;;117;;18;;71;;;23;;;17;10;
08415092 Lichtenstein;6118;4085;2033;0;3814;1907;29;3785;1205;1001;422;343;426;123;28;;;93;;20;;41;;;42;;;24;17;
08415093 St. Johann;4032;2567;1465;0;2859;1398;26;2833;841;703;408;209;365;87;28;;;67;;45;;36;;;13;;;20;11;
08416006 Bodelshausen;3803;2638;1165;0;2261;1111;24;2237;679;521;305;290;210;66;5;;30;78;;;;15;8;;7;5;;10;8;
08416009 Dettenhausen;4062;2312;1750;0;2894;1681;22;2872;1015;743;264;259;298;80;10;;31;82;;;;16;3;;21;9;;31;10;
08416011 Dußlingen;4261;2895;1366;0;2805;1290;21;2784;982;614;253;289;273;123;39;;46;61;;;;30;;;23;;;34;17;
08416015 Gomaringen;6570;3804;2766;0;4404;2652;23;4381;1545;1197;413;400;388;103;32;;63;102;;;;48;;;39;;;37;14;
08416018 Hirrlingen;2345;1482;863;0;1512;813;20;1492;425;485;165;108;139;35;13;;17;43;;;;17;;;10;;;13;;22
08416022 Kirchentellinsfurt;4098;2406;1692;0;2912;1628;12;2900;1210;568;203;300;283;120;12;;53;45;;;;16;;;46;;;20;24;
08416023 Kusterdingen;6330;3776;2554;0;4787;2449;28;4759;1977;963;325;417;489;177;27;;74;118;;;;72;;;45;;;54;21;
08416025 Mössingen, Stadt;14621;10116;4505;0;9367;4243;58;9309;3303;2216;886;1024;863;335;52;;107;261;;;;80;30;;56;8;;57;31;
08416026 Nehren;3165;1967;1198;0;2150;1139;13;2137;838;342;180;262;255;96;16;;27;53;;;;17;;;18;;;28;5;
08416031 Ofterdingen;3725;2561;1164;0;2412;1109;18;2394;796;560;243;287;255;71;13;;26;69;;;;27;5;;16;2;;16;8;
08416036 Rottenburg am Neckar, Stadt;30763;19356;11407;0;20436;10717;128;20308;6612;5861;1916;1790;1812;821;114;;248;443;;;;200;45;;146;50;;151;99;
08416041 Tübingen, Universitätsstadt;63258;34579;28679;0;47134;27206;138;46996;20785;6787;1595;6245;2964;4524;327;;649;404;;;;293;298;;951;210;;412;552;
08416048 Ammerbuch;8361;4911;3450;0;6139;3279;32;6107;2174;1625;525;602;429;250;39;;66;201;;;;59;25;;54;14;;28;16;
08416049 Neustetten;2676;1841;835;0;1882;797;15;1867;545;566;227;157;204;38;12;;29;45;;;;14;7;;5;7;;7;4;
08416050 Starzach;3370;2215;1155;0;2287;1097;34;2253;633;645;274;195;240;77;19;;32;51;;;;28;;;18;;;21;;20
08417002 Balingen, Stadt;25839;16905;8934;0;16075;8421;148;15927;4708;5032;1665;1440;1290;439;92;;307;281;;;;203;;;163;;;105;;202
08417008 Bisingen;7043;4654;2389;0;4380;2279;26;4354;1270;1229;533;421;377;101;32;;77;128;;;;49;;;36;;;28;;73
08417010 Bitz;2919;1841;1078;0;1805;1022;23;1782;395;561;230;138;244;44;15;;32;49;;;;11;;;18;;;19;;26
08417013 Burladingen, Stadt;8911;6610;2301;0;5541;2142;66;5475;1451;1395;1010;433;650;116;22;;;199;;10;;92;;;47;;;27;23;
08417014 Dautmergen;332;272;60;0;240;58;0;240;52;87;42;9;33;2;2;;5;5;;;;1;;;1;;;0;;1
08417015 Dormettingen;774;435;339;0;539;325;6;533;138;217;47;36;39;5;6;;15;7;;;;9;;;6;;;1;;7
08417016 Dotternhausen;1390;681;709;0;989;687;6;983;276;340;87;85;108;12;13;;16;14;;;;13;;;10;;;1;;8
08417022 Geislingen, Stadt;4622;2861;1761;0;3137;1699;39;3098;647;1232;373;198;299;57;24;;43;93;;;;40;;;28;;;21;;43
08417023 Grosselfingen;1651;1057;594;0;953;550;5;948;204;308;135;80;109;25;9;;11;27;;;;12;;;12;;;8;;8
08417025 Haigerloch, Stadt;7985;5511;2474;0;5030;2317;46;4984;1289;1700;623;319;479;105;45;;103;154;;;;40;;;31;;;33;;63
08417029 Hausen am Tann;340;234;106;0;250;104;0;250;78;80;36;20;14;2;0;;5;6;;;;4;;;1;;;1;;3
08417031 Hechingen, Stadt;13278;9889;3389;0;7608;3134;101;7507;2633;1572;988;712;824;215;44;;;260;;14;;112;;;60;;;43;30;
08417036 Jungingen;1081;740;341;0;732;336;6;726;236;155;106;55;92;22;2;;;21;;8;;9;;;5;;;13;2;
08417044 Meßstetten, Stadt;7660;5226;2434;0;4869;2299;49;4820;1100;1581;639;317;649;107;28;;72;137;;;;40;;;33;;;34;;83
08417045 Nusplingen;1345;741;604;0;921;585;7;914;145;454;104;48;103;11;1;;4;16;;;;7;;;7;;;7;;7
08417047 Obernheim;1106;689;417;0;760;405;11;749;120;312;116;35;78;28;3;;12;13;;;;5;;;4;;;5;;18
08417051 Rangendingen;3959;2962;997;0;2444;952;34;2410;704;721;309;188;254;42;20;;37;64;;;;30;;;14;;;14;;13
08417052 Ratshausen;576;366;210;0;444;205;10;434;93;156;72;20;51;10;3;;6;8;;;;2;;;2;;;2;;9
08417054 Rosenfeld, Stadt;4769;3303;1466;0;3086;1399;34;3052;738;1040;426;213;303;49;51;;35;92;;;;29;;;29;;;18;;29
08417057 Schömberg, Stadt;3176;1982;1194;0;2013;1103;32;1981;467;847;214;119;194;35;11;;14;24;;;;13;;;13;;;16;;14
08417063 Straßberg;1945;1332;613;0;1308;583;18;1290;324;467;146;79;157;27;5;;10;25;;;;12;;;3;;;11;;24
08417071 Weilen unter den Rinnen;462;308;154;0;352;148;6;346;63;153;53;17;38;6;0;;1;7;;;;2;;;3;;;1;;2
08417075 Winterlingen;4687;3114;1573;0;2960;1478;17;2943;761;969;360;238;303;63;12;;47;73;;;;19;;;31;;;26;;41
08417078 Zimmern unter der Burg;363;249;114;0;283;110;7;276;47;92;45;13;43;5;2;;1;11;;;;1;;;0;;;3;;13
08417079 Albstadt, Stadt;30980;22167;8813;0;16940;8307;161;16779;4594;5069;2214;1352;1734;466;101;;229;401;;;;143;;;171;;;118;;187
08421000 Ulm, Universitätsstadt;82325;55522;26803;0;51634;25251;275;51359;19693;10557;3393;7112;3910;2637;349;624;;1088;;;;578;;;651;;175;253;339;
08425002 Allmendingen;3304;2096;1208;0;2253;1151;23;2230;561;969;223;122;192;30;10;;;76;;;;15;;;6;;;26;;
08425004 Altheim;433;333;100;0;213;2;3;210;45;101;20;15;11;1;0;;;11;;;;1;;;0;;;5;;
08425005 Altheim (Alb);1313;919;394;0;931;381;6;925;248;303;124;72;82;12;11;;;42;;;;15;;;7;;;9;;
08425008 Amstetten;2857;2225;632;0;1922;607;11;1911;532;659;197;179;189;41;13;;;66;;;;24;;;4;;;7;;
08425011 Asselfingen;766;622;144;0;536;134;4;532;129;153;77;47;52;13;7;;;42;;;;5;;;4;;;3;;
08425013 Ballendorf;498;307;191;0;195;0;1;194;40;78;23;6;28;4;1;;;9;;;;5;;;0;;;0;;
08425014 Beimerstetten;1832;1013;819;0;1229;787;2;1227;467;323;98;115;108;33;9;;;47;;;;11;;;9;;;7;;
08425017 Berghülen;1474;952;522;0;1052;499;13;1039;287;400;112;58;65;20;29;;;32;;;;17;;;8;;;11;;
08425019 Bernstadt;1680;1169;511;0;1191;490;9;1182;376;387;116;100;84;27;10;;;52;;;;8;;;11;;;11;;
08425020 Blaubeuren, Stadt;8236;5543;2693;0;5447;2563;49;5398;1999;1411;467;501;392;161;79;;;207;;;;56;;;79;;;46;;
08425022 Börslingen;129;124;5;0;90;0;0;90;17;38;20;1;13;0;0;;;1;;;;0;;;0;;;0;;
08425024 Breitingen;246;193;53;0;129;0;1;128;36;34;15;9;16;4;1;;;9;;;;2;;;1;;;1;;
08425028 Dietenheim, Stadt;4550;3403;1147;0;2470;1089;22;2448;687;719;308;259;204;59;26;22;;75;;;;50;;;13;;10;11;5;
08425031 Dornstadt;6359;4189;2170;0;4208;2048;24;4184;1439;1300;413;319;303;103;27;;;166;;;;43;;;28;;;43;;
08425033 Ehingen (Donau), Stadt;17675;11963;5712;0;11033;5426;72;10961;2973;4367;1154;661;896;188;81;;;328;;;;113;;;49;;;151;;
08425035 Emeringen;120;91;29;0;72;0;3;69;14;44;7;0;3;0;0;;;0;;;;0;;;0;;;1;;
08425036 Emerkingen;649;420;229;0;474;218;9;465;95;223;40;20;43;6;5;;;22;;;;5;;;4;;;2;;
08425039 Erbach, Stadt;9857;6334;3523;0;6502;3327;63;6439;2176;1818;566;740;504;125;35;41;;241;;;;79;;;35;;33;24;22;
08425050 Griesingen;799;585;214;0;567;208;8;559;151;217;71;27;42;11;9;;;20;;;;1;;;1;;;9;;
08425052 Grundsheim;175;147;28;0;112;0;1;111;15;68;8;6;6;5;0;;;1;;;;0;;;1;;;1;;
08425055 Hausen am Bussen;201;152;49;0;113;0;2;111;31;52;5;5;7;2;0;;;6;;;;1;;;0;;;2;;
08425062 Holzkirch;208;158;50;0;104;5;1;103;23;49;5;10;8;1;2;;;2;;;;1;;;1;;;1;;
08425064 Hüttisheim;1090;741;349;0;756;329;9;747;252;240;59;69;64;14;1;7;;24;;;;5;;;4;;3;2;3;
08425066 Illerrieden;2551;1493;1058;0;1706;1001;16;1690;517;506;179;160;139;42;15;17;;69;;;;21;;;7;;5;10;3;
08425071 Laichingen, Stadt;7998;4815;3183;0;4842;3051;32;4810;1422;1722;469;293;490;94;46;;;129;;;;61;;;31;;;53;;
08425072 Langenau, Stadt;10869;7621;3248;0;7152;3092;47;7105;2445;2004;678;592;582;211;75;;;303;;;;84;;;68;;;63;;
08425073 Lauterach;470;210;260;0;118;5;1;117;23;46;19;9;10;5;1;;;2;;;;0;;;0;;;2;;
08425075 Lonsee;3616;2494;1122;0;2466;1058;19;2447;690;860;275;193;180;58;18;;;111;;;;30;;;10;;;22;;
08425079 Merklingen;1519;933;586;0;1031;552;5;1026;264;386;105;69;110;14;8;;;39;;;;9;;;9;;;13;;
08425081 Munderkingen, Stadt;3436;2211;1225;0;2074;1181;26;2048;634;827;208;134;117;38;5;;;42;;;;21;;;8;;;14;;
08425083 Neenstetten;631;488;143;0;477;137;6;471;125;189;39;36;42;13;5;;;14;;;;2;;;3;;;3;;
08425084 Nellingen;1527;1063;464;0;1102;435;6;1096;250;445;133;53;118;19;7;;;45;;;;12;;;1;;;13;;
08425085 Nerenstetten;283;223;60;0;155;0;1;154;42;65;17;6;12;1;1;;;9;;;;1;;;0;;;0;;
08425088 Oberdischingen;1562;1003;559;0;1094;532;7;1087;341;409;87;61;82;15;8;;;41;;;;19;;;12;;;12;;
08425090 Obermarchtal;995;704;291;0;753;272;6;747;175;329;87;42;55;7;9;;;17;;;;15;;;4;;;7;;
08425091 Oberstadion;1178;780;398;0;865;372;10;855;161;404;88;37;83;19;5;;;31;;;;16;;;7;;;4;;
08425092 Öllingen;413;301;112;0;212;0;1;211;49;78;30;13;21;3;3;;;8;;;;3;;;1;;;2;;
08425093 Öpfingen;1733;1108;625;0;1227;603;10;1217;389;452;118;83;87;23;7;;;24;;;;14;;;5;;;15;;
08425097 Rammingen;970;633;337;0;705;323;10;695;169;240;87;46;64;20;6;;;38;;;;11;;;4;;;10;;
08425098 Rechtenstein;225;158;67;0;115;0;1;114;23;49;12;7;12;2;2;;;4;;;;2;;;1;;;0;;
08425104 Rottenacker;1636;1127;509;0;1043;485;6;1037;287;344;129;91;81;22;3;;;22;;;;49;;;4;;;5;;
08425108 Schelklingen, Stadt;4663;3158;1505;0;3019;1438;28;2991;836;1072;332;258;234;54;14;;;98;;;;23;;;27;;;43;;
08425110 Schnürpflingen;1034;662;372;0;714;363;1;713;170;247;89;73;58;9;5;6;;26;;;;23;;;1;;2;4;0;
08425112 Setzingen;510;391;119;0;311;0;5;306;54;122;63;21;25;6;0;;;13;;;;1;;;1;;;0;;
08425123 Untermarchtal;687;363;324;0;507;318;4;503;98;275;42;49;23;1;2;;;8;;;;1;;;2;;;2;;
08425124 Unterstadion;590;426;164;0;260;0;1;259;46;146;25;6;20;4;2;;;3;;;;3;;;1;;;3;;
08425125 Unterwachingen;152;128;24;0;94;0;2;92;8;52;17;3;9;1;0;;;2;;;;0;;;0;;;0;;
08425130 Weidenstetten;1013;746;267;0;737;253;9;728;236;247;72;53;36;17;16;;;36;;;;2;;;6;;;7;;
08425134 Westerheim;2306;1275;1031;0;1605;946;15;1590;394;724;137;62;158;34;6;;;39;;;;17;;;9;;;10;;
08425135 Westerstetten;1671;990;681;0;1233;651;4;1229;431;415;85;84;83;38;13;;;49;;;;16;;;7;;;8;;
08425137 Illerkirchberg;3548;1875;1673;0;2340;1597;9;2331;831;612;219;278;167;62;20;12;;71;;;;24;;;15;;5;11;4;
08425138 Staig;2465;1543;922;0;1739;901;16;1723;527;518;138;189;162;43;13;11;;65;;;;26;;;10;;9;9;3;
08425139 Heroldstatt;2116;1407;709;0;1420;687;13;1407;424;521;155;67;127;25;16;;;27;;;;22;;;7;;;16;;
08425140 Balzheim;1452;903;549;0;896;533;1;895;195;287;121;100;94;18;11;5;;27;;;;16;;;7;;5;7;2;
08425141 Blaustein;11361;7566;3795;0;7496;3598;48;7448;2623;1830;568;987;639;255;54;68;;215;;;;66;;;58;;27;41;17;
08425991 Briefwahl für mehrere Gemeinden;;;;;1182;1182;10;1172;299;527;103;74;79;14;12;;;44;;;;10;;;4;;;6;;
08426001 Achstetten;3463;2105;1358;0;2367;1277;26;2341;651;852;239;126;194;39;36;11;38;94;;;;39;;;8;;;7;7;
08426005 Alleshausen;407;206;201;0;315;192;6;309;58;178;18;10;21;7;4;0;1;5;;;;3;;;1;;;3;0;
08426006 Allmannsweiler;261;198;63;0;184;63;0;184;44;73;21;9;12;4;2;1;3;15;;;;0;;;0;;;0;0;
08426008 Altheim;1649;990;659;0;1197;627;11;1186;360;403;120;62;111;26;15;8;16;32;;;;14;;;11;;;6;2;
08426011 Attenweiler;1472;1037;435;0;1048;424;4;1044;321;398;76;44;75;10;31;8;16;35;;;;14;;;9;;;6;1;
08426013 Bad Buchau, Stadt;3032;1929;1103;0;1616;1066;18;1598;467;585;177;84;109;33;13;6;24;58;;;;25;;;7;;;6;4;
08426014 Bad Schussenried, Stadt;6479;4274;2205;0;3937;2084;17;3920;1179;1163;459;230;317;81;53;17;50;275;;;;32;;;25;;;24;15;
08426019 Berkheim;2126;1360;766;0;1317;733;14;1303;328;392;231;76;125;20;19;;;40;30;;;13;;;11;;;11;7;
08426020 Betzenweiler;584;340;244;0;420;232;7;413;76;168;48;23;47;4;20;2;2;15;;;;3;;;0;;;3;2;
08426021 Biberach an der Riß, Stadt;23668;13158;10510;0;14357;10020;64;14293;5018;4012;1106;1106;1166;448;256;92;316;334;;;;201;;;107;;;60;71;
